Date,Close,High,Low,Open,Volume
2025-12-29,620.8699951171875,622.780029296875,618.72998046875,620.0999755859375,32458300
2025-12-30,619.4299926757812,622.1799926757812,619.219970703125,619.8400268554688,31226800
2025-12-31,614.3099975585938,619.9600219726562,614.0499877929688,619.6500244140625,40746500
2026-01-02,613.1199951171875,622.8499755859375,610.1500244140625,620.0599975585938,61859200
2026-01-05,617.989990234375,620.8099975585938,616.719970703125,619.3200073242188,46828400
2026-01-06,623.4199829101562,624.02001953125,618.5399780273438,619.22998046875,43137500
2026-01-07,624.02001953125,627.9400024414062,622.5599975585938,623.0399780273438,44880300
2026-01-08,620.469970703125,623.4199829101562,617.7999877929688,623.030029296875,50435900
2026-01-09,626.6500244140625,627.8900146484375,619.0599975585938,621.4099731445312,49688700
2026-01-12,627.1699829101562,628.8499755859375,622.260009765625,622.3099975585938,37388700
2026-01-13,626.239990234375,629.469970703125,623.7000122070312,627.27001953125,44481400
2026-01-14,619.5499877929688,623.4500122070312,614.5599975585938,622.239990234375,72598700
2026-01-15,621.780029296875,630.0,620.75,626.5999755859375,53934900
2026-01-16,621.260009765625,626.0800170898438,618.8800048828125,625.5,61058100
2026-01-20,608.0599975585938,615.0599975585938,607.0499877929688,610.530029296875,81988900
2026-01-21,616.280029296875,620.4199829101562,607.8599853515625,609.469970703125,79837900
2026-01-22,620.760009765625,622.4600219726562,617.780029296875,622.3499755859375,42254800
2026-01-23,622.719970703125,625.4000244140625,618.6500244140625,619.72998046875,43645800
2026-01-26,625.4600219726562,627.6099853515625,622.1199951171875,623.2100219726562,35853200
